L_mm,df_frac,df_kHz,f_actual_kHz,spacing_error_um,contrast_mid_dB,p_sq_mid
5.0000,0.009659,7.2445,757.2445,-9.5669,18.4809,0.06335794
5.0000,0.009739,7.3046,757.3046,-9.6455,18.4809,0.06365884
5.0000,0.009820,7.3647,757.3647,-9.7242,18.4809,0.06396221
5.0000,0.009900,7.4248,757.4248,-9.8028,18.4809,0.06426805
5.0000,0.009980,7.4850,757.4850,-9.8813,18.4809,0.06457636
5.0000,0.010060,7.5451,757.5451,-9.9599,18.4809,0.06488713
5.0000,0.010140,7.6052,757.6052,-10.0385,18.4809,0.06520037
5.0000,0.010220,7.6653,757.6653,-10.1170,18.4809,0.06551607
5.0000,0.010301,7.7255,757.7255,-10.1956,18.4809,0.06583424
5.0000,0.010381,7.7856,757.7856,-10.2741,18.4809,0.06615487
5.0000,0.010461,7.8457,757.8457,-10.3526,18.4809,0.06647796
5.0000,0.010541,7.9058,757.9058,-10.4311,18.4809,0.06680352
5.0000,0.010621,7.9659,757.9659,-10.5096,18.4809,0.06713153
5.0000,0.010701,8.0261,758.0261,-10.5881,18.4809,0.06746201
5.0000,0.010782,8.0862,758.0862,-10.6666,18.4809,0.06779496
5.0000,0.010862,8.1463,758.1463,-10.7450,18.4809,0.06813036
5.0000,0.010942,8.2064,758.2064,-10.8235,18.4809,0.06846822
5.0000,0.011022,8.2665,758.2665,-10.9019,18.4809,0.06880854
5.0000,0.011102,8.3267,758.3267,-10.9803,18.4809,0.06915133
5.0000,0.011182,8.3868,758.3868,-11.0587,18.4809,0.06949657
5.0000,0.011263,8.4469,758.4469,-11.1371,18.4809,0.06984427
5.0000,0.011343,8.5070,758.5070,-11.2155,18.4809,0.07019442
5.0000,0.011423,8.5671,758.5671,-11.2938,18.4809,0.07054704
5.0000,0.011503,8.6273,758.6273,-11.3722,18.4809,0.07090210
5.0000,0.011583,8.6874,758.6874,-11.4505,18.4809,0.07125963
5.0000,0.011663,8.7475,758.7475,-11.5289,18.4809,0.07161961
5.0000,0.011743,8.8076,758.8076,-11.6072,18.4809,0.07198205
5.0000,0.011824,8.8677,758.8677,-11.6855,18.4809,0.07234694
5.0000,0.011904,8.9279,758.9279,-11.7638,18.4809,0.07271428
5.0000,0.011984,8.9880,758.9880,-11.8421,18.4809,0.07308408
5.0000,0.012064,9.0481,759.0481,-11.9203,18.4809,0.07345632
5.0000,0.012144,9.1082,759.1082,-11.9986,18.4809,0.07383102
5.0000,0.012224,9.1683,759.1683,-12.0768,18.4809,0.07420818
5.0000,0.012305,9.2285,759.2285,-12.1550,18.4809,0.07458778
5.0000,0.012385,9.2886,759.2886,-12.2333,18.4809,0.07496983
5.0000,0.012465,9.3487,759.3487,-12.3115,18.4809,0.07535433
5.0000,0.012545,9.4088,759.4088,-12.3897,18.4809,0.07574128
5.0000,0.012625,9.4689,759.4689,-12.4678,18.4809,0.07613068
5.0000,0.012705,9.5291,759.5291,-12.5460,18.4809,0.07652253
5.0000,0.012786,9.5892,759.5892,-12.6242,18.4809,0.07691682
5.0000,0.012866,9.6493,759.6493,-12.7023,18.4809,0.07731356
5.0000,0.012946,9.7094,759.7094,-12.7804,18.4809,0.07771274
5.0000,0.013026,9.7695,759.7695,-12.8586,18.4809,0.07811438
5.0000,0.013106,9.8297,759.8297,-12.9367,18.4809,0.07851845
5.0000,0.013186,9.8898,759.8898,-13.0148,18.4809,0.07892497
5.0000,0.013267,9.9499,759.9499,-13.0928,18.4809,0.07933393
5.0000,0.013347,10.0100,760.0100,-13.1709,18.4809,0.07974533
5.0000,0.013427,10.0701,760.0701,-13.2490,18.4809,0.08015918
5.0000,0.013507,10.1303,760.1303,-13.3270,18.4809,0.08057547
5.0000,0.013587,10.1904,760.1904,-13.4050,18.4809,0.08099420
5.0000,0.013667,10.2505,760.2505,-13.4831,18.4809,0.08141536
5.0000,0.013747,10.3106,760.3106,-13.5611,18.4809,0.08183897
5.0000,0.013828,10.3707,760.3707,-13.6391,18.4809,0.08226501
5.0000,0.013908,10.4309,760.4309,-13.7170,18.4809,0.08269350
5.0000,0.013988,10.4910,760.4910,-13.7950,18.4809,0.08312442
5.0000,0.014068,10.5511,760.5511,-13.8730,18.4809,0.08355778
5.0000,0.014148,10.6112,760.6112,-13.9509,18.4809,0.08399357
5.0000,0.014228,10.6713,760.6713,-14.0288,18.4809,0.08443180
5.0000,0.014309,10.7315,760.7315,-14.1068,18.4809,0.08487246
5.0000,0.014389,10.7916,760.7916,-14.1847,18.4809,0.08531555
5.0000,0.014469,10.8517,760.8517,-14.2626,18.4809,0.08576108
5.0000,0.014549,10.9118,760.9118,-14.3405,18.4809,0.08620904
5.0000,0.014629,10.9719,760.9719,-14.4183,18.4809,0.08665944
5.0000,0.014709,11.0321,761.0321,-14.4962,18.4809,0.08711226
5.0000,0.014790,11.0922,761.0922,-14.5740,18.4809,0.08756751
5.0000,0.014870,11.1523,761.1523,-14.6519,18.4809,0.08802520
5.0000,0.014950,11.2124,761.2124,-14.7297,18.4809,0.08848531
5.0000,0.015030,11.2725,761.2725,-14.8075,18.4809,0.08894785
5.0000,0.015110,11.3327,761.3327,-14.8853,18.4809,0.08941282
5.0000,0.015190,11.3928,761.3928,-14.9631,18.4809,0.08988021
5.0000,0.015271,11.4529,761.4529,-15.0409,18.4809,0.09035003
5.0000,0.015351,11.5130,761.5130,-15.1186,18.4809,0.09082228
5.0000,0.015431,11.5731,761.5731,-15.1964,18.4809,0.09129694
5.0000,0.015511,11.6333,761.6333,-15.2741,18.4809,0.09177404
5.0000,0.015591,11.6934,761.6934,-15.3518,18.4809,0.09225355
5.0000,0.015671,11.7535,761.7535,-15.4295,18.4809,0.09273549
5.0000,0.015752,11.8136,761.8136,-15.5072,18.4809,0.09321985
5.0000,0.015832,11.8737,761.8737,-15.5849,18.4809,0.09370663
5.0000,0.015912,11.9339,761.9339,-15.6626,18.4809,0.09419583
5.0000,0.015992,11.9940,761.9940,-15.7403,18.4809,0.09468744
5.0000,0.016072,12.0541,762.0541,-15.8179,18.4809,0.09518148
5.0000,0.016152,12.1142,762.1142,-15.8956,18.4809,0.09567793
5.0000,0.016232,12.1743,762.1743,-15.9732,18.4809,0.09617680
5.0000,0.016313,12.2345,762.2345,-16.0508,18.4809,0.09667809
5.0000,0.016393,12.2946,762.2946,-16.1284,18.4809,0.09718179
5.0000,0.016473,12.3547,762.3547,-16.2060,18.4809,0.09768790
5.0000,0.016553,12.4148,762.4148,-16.2836,18.4809,0.09819643
5.0000,0.016633,12.4749,762.4749,-16.3611,18.4809,0.09870737
5.0000,0.016713,12.5351,762.5351,-16.4387,18.4809,0.09922072
5.0000,0.016794,12.5952,762.5952,-16.5162,18.4809,0.09973649
5.0000,0.016874,12.6553,762.6553,-16.5937,18.4809,0.10025466
5.0000,0.016954,12.7154,762.7154,-16.6713,18.4809,0.10077525
5.0000,0.017034,12.7756,762.7756,-16.7488,18.4809,0.10129824
5.0000,0.017114,12.8357,762.8357,-16.8263,18.4809,0.10182364
5.0000,0.017194,12.8958,762.8958,-16.9037,18.4809,0.10235144
5.0000,0.017275,12.9559,762.9559,-16.9812,18.4809,0.10288165
5.0000,0.017355,13.0160,763.0160,-17.0587,18.4809,0.10341427
5.0000,0.017435,13.0762,763.0762,-17.1361,18.4809,0.10394929
5.0000,0.017515,13.1363,763.1363,-17.2135,18.4809,0.10448672
5.0000,0.017595,13.1964,763.1964,-17.2910,18.4809,0.10502655
5.0000,0.017675,13.2565,763.2565,-17.3684,18.4809,0.10556878
5.0000,0.017756,13.3166,763.3166,-17.4458,18.4809,0.10611341
5.0000,0.017836,13.3768,763.3768,-17.5231,18.4809,0.10666044
5.0000,0.017916,13.4369,763.4369,-17.6005,18.4809,0.10720987
5.0000,0.017996,13.4970,763.4970,-17.6779,18.4809,0.10776169
5.0000,0.018076,13.5571,763.5571,-17.7552,18.4809,0.10831592
5.0000,0.018156,13.6172,763.6172,-17.8325,18.4809,0.10887254
5.0000,0.018236,13.6774,763.6774,-17.9099,18.4809,0.10943156
5.0000,0.018317,13.7375,763.7375,-17.9872,18.4809,0.10999297
5.0000,0.018397,13.7976,763.7976,-18.0645,18.4809,0.11055678
5.0000,0.018477,13.8577,763.8577,-18.1417,18.4809,0.11112298
5.0000,0.018557,13.9178,763.9178,-18.2190,18.4809,0.11169157
5.0000,0.018637,13.9780,763.9780,-18.2963,18.4809,0.11226255
5.0000,0.018717,14.0381,764.0381,-18.3735,18.4809,0.11283593
5.0000,0.018798,14.0982,764.0982,-18.4508,18.4809,0.11341169
5.0000,0.018878,14.1583,764.1583,-18.5280,18.4809,0.11398984
5.0000,0.018958,14.2184,764.2184,-18.6052,18.4809,0.11457038
5.0000,0.019038,14.2786,764.2786,-18.6824,18.4809,0.11515330
5.0000,0.019118,14.3387,764.3387,-18.7596,18.4809,0.11573861
5.0000,0.019198,14.3988,764.3988,-18.8368,18.4809,0.11632631
5.0000,0.019279,14.4589,764.4589,-18.9139,18.4809,0.11691639
5.0000,0.019359,14.5190,764.5190,-18.9911,18.4809,0.11750885
5.0000,0.019439,14.5792,764.5792,-19.0682,18.4809,0.11810370
5.0000,0.019519,14.6393,764.6393,-19.1453,18.4809,0.11870092
5.0000,0.019599,14.6994,764.6994,-19.2225,18.4809,0.11930053
5.0000,0.019679,14.7595,764.7595,-19.2996,18.4809,0.11990251
5.0000,0.019760,14.8196,764.8196,-19.3766,18.4809,0.12050687
5.0000,0.019840,14.8798,764.8798,-19.4537,18.4809,0.12111361
5.0000,0.019920,14.9399,764.9399,-19.5308,18.4809,0.12172273
5.0000,0.020000,15.0000,765.0000,-19.6078,18.4809,0.12233422
10.0000,-0.020000,-15.0000,735.0000,20.4082,18.4787,2.89409460
10.0000,-0.019920,-14.9399,735.0601,20.3247,18.4787,2.89642174
10.0000,-0.019840,-14.8798,735.1202,20.2413,18.4787,2.89874079
10.0000,-0.019760,-14.8196,735.1804,20.1578,18.4787,2.90105172
10.0000,-0.019679,-14.7595,735.2405,20.0744,18.4787,2.90335454
10.0000,-0.019599,-14.6994,735.3006,19.9910,18.4787,2.90564921
10.0000,-0.019519,-14.6393,735.3607,19.9076,18.4787,2.90793574
10.0000,-0.019439,-14.5792,735.4208,19.8242,18.4787,2.91021409
10.0000,-0.019359,-14.5190,735.4810,19.7409,18.4787,2.91248427
10.0000,-0.019279,-14.4589,735.5411,19.6575,18.4787,2.91474624
10.0000,-0.019198,-14.3988,735.6012,19.5742,18.4787,2.91700001
10.0000,-0.019118,-14.3387,735.6613,19.4909,18.4787,2.91924555
10.0000,-0.019038,-14.2786,735.7214,19.4076,18.4787,2.92148285
10.0000,-0.018958,-14.2184,735.7816,19.3243,18.4787,2.92371190
10.0000,-0.018878,-14.1583,735.8417,19.2410,18.4787,2.92593269
10.0000,-0.018798,-14.0982,735.9018,19.1577,18.4787,2.92814519
10.0000,-0.018717,-14.0381,735.9619,19.0745,18.4787,2.93034939
10.0000,-0.018637,-13.9780,736.0220,18.9912,18.4786,2.93254529
10.0000,-0.018557,-13.9178,736.0822,18.9080,18.4786,2.93473286
10.0000,-0.018477,-13.8577,736.1423,18.8248,18.4786,2.93691209
10.0000,-0.018397,-13.7976,736.2024,18.7416,18.4786,2.93908298
10.0000,-0.018317,-13.7375,736.2625,18.6584,18.4786,2.94124549
10.0000,-0.018236,-13.6774,736.3226,18.5752,18.4786,2.94339963
10.0000,-0.018156,-13.6172,736.3828,18.4921,18.4786,2.94554538
10.0000,-0.018076,-13.5571,736.4429,18.4089,18.4786,2.94768272
10.0000,-0.017996,-13.4970,736.5030,18.3258,18.4786,2.94981164
10.0000,-0.017916,-13.4369,736.5631,18.2427,18.4786,2.95193213
10.0000,-0.017836,-13.3768,736.6232,18.1596,18.4786,2.95404418
10.0000,-0.017756,-13.3166,736.6834,18.0765,18.4786,2.95614776
10.0000,-0.017675,-13.2565,736.7435,17.9934,18.4786,2.95824287
10.0000,-0.017595,-13.1964,736.8036,17.9103,18.4786,2.96032949
10.0000,-0.017515,-13.1363,736.8637,17.8273,18.4786,2.96240762
10.0000,-0.017435,-13.0762,736.9238,17.7442,18.4786,2.96447723
10.0000,-0.017355,-13.0160,736.9840,17.6612,18.4786,2.96653831
10.0000,-0.017275,-12.9559,737.0441,17.5782,18.4786,2.96859086
10.0000,-0.017194,-12.8958,737.1042,17.4952,18.4786,2.97063485
10.0000,-0.017114,-12.8357,737.1643,17.4122,18.4786,2.97267028
10.0000,-0.017034,-12.7756,737.2244,17.3293,18.4786,2.97469713
10.0000,-0.016954,-12.7154,737.2846,17.2463,18.4786,2.97671539
10.0000,-0.016874,-12.6553,737.3447,17.1634,18.4786,2.97872505
10.0000,-0.016794,-12.5952,737.4048,17.0804,18.4786,2.98072609
10.0000,-0.016713,-12.5351,737.4649,16.9975,18.4786,2.98271850
10.0000,-0.016633,-12.4749,737.5251,16.9146,18.4786,2.98470227
10.0000,-0.016553,-12.4148,737.5852,16.8317,18.4786,2.98667738
10.0000,-0.016473,-12.3547,737.6453,16.7488,18.4786,2.98864383
10.0000,-0.016393,-12.2946,737.7054,16.6660,18.4786,2.99060160
10.0000,-0.016313,-12.2345,737.7655,16.5831,18.4786,2.99255067
10.0000,-0.016232,-12.1743,737.8257,16.5003,18.4786,2.99449105
10.0000,-0.016152,-12.1142,737.8858,16.4175,18.4786,2.99642270
10.0000,-0.016072,-12.0541,737.9459,16.3347,18.4786,2.99834563
10.0000,-0.015992,-11.9940,738.0060,16.2519,18.4786,3.00025982
10.0000,-0.015912,-11.9339,738.0661,16.1691,18.4786,3.00216525
10.0000,-0.015832,-11.8737,738.1263,16.0863,18.4786,3.00406192
10.0000,-0.015752,-11.8136,738.1864,16.0036,18.4786,3.00594982
10.0000,-0.015671,-11.7535,738.2465,15.9208,18.4786,3.00782892
10.0000,-0.015591,-11.6934,738.3066,15.8381,18.4786,3.00969922
10.0000,-0.015511,-11.6333,738.3667,15.7554,18.4786,3.01156071
10.0000,-0.015431,-11.5731,738.4269,15.6727,18.4786,3.01341338
10.0000,-0.015351,-11.5130,738.4870,15.5900,18.4786,3.01525721
10.0000,-0.015271,-11.4529,738.5471,15.5073,18.4786,3.01709219
10.0000,-0.015190,-11.3928,738.6072,15.4247,18.4786,3.01891831
10.0000,-0.015110,-11.3327,738.6673,15.3420,18.4786,3.02073556
10.0000,-0.015030,-11.2725,738.7275,15.2594,18.4786,3.02254393
10.0000,-0.014950,-11.2124,738.7876,15.1768,18.4786,3.02434340
10.0000,-0.014870,-11.1523,738.8477,15.0942,18.4786,3.02613397
10.0000,-0.014790,-11.0922,738.9078,15.0116,18.4786,3.02791562
10.0000,-0.014709,-11.0321,738.9679,14.9290,18.4786,3.02968834
10.0000,-0.014629,-10.9719,739.0281,14.8465,18.4786,3.03145212
10.0000,-0.014549,-10.9118,739.0882,14.7639,18.4786,3.03320695
10.0000,-0.014469,-10.8517,739.1483,14.6814,18.4786,3.03495282
10.0000,-0.014389,-10.7916,739.2084,14.5988,18.4786,3.03668972
10.0000,-0.014309,-10.7315,739.2685,14.5163,18.4786,3.03841763
10.0000,-0.014228,-10.6713,739.3287,14.4338,18.4786,3.04013655
10.0000,-0.014148,-10.6112,739.3888,14.3513,18.4786,3.04184646
10.0000,-0.014068,-10.5511,739.4489,14.2689,18.4786,3.04354736
10.0000,-0.013988,-10.4910,739.5090,14.1864,18.4786,3.04523923
10.0000,-0.013908,-10.4309,739.5691,14.1040,18.4786,3.04692206
10.0000,-0.013828,-10.3707,739.6293,14.0215,18.4786,3.04859584
10.0000,-0.013747,-10.3106,739.6894,13.9391,18.4786,3.05026056
10.0000,-0.013667,-10.2505,739.7495,13.8567,18.4786,3.05191621
10.0000,-0.013587,-10.1904,739.8096,13.7743,18.4786,3.05356278
10.0000,-0.013507,-10.1303,739.8697,13.6920,18.4786,3.05520026
10.0000,-0.013427,-10.0701,739.9299,13.6096,18.4786,3.05682864
10.0000,-0.013347,-10.0100,739.9900,13.5272,18.4786,3.05844791
10.0000,-0.013267,-9.9499,740.0501,13.4449,18.4786,3.06005805
10.0000,-0.013186,-9.8898,740.1102,13.3626,18.4786,3.06165906
10.0000,-0.013106,-9.8297,740.1703,13.2803,18.4786,3.06325093
10.0000,-0.013026,-9.7695,740.2305,13.1980,18.4786,3.06483365
10.0000,-0.012946,-9.7094,740.2906,13.1157,18.4786,3.06640721
10.0000,-0.012866,-9.6493,740.3507,13.0334,18.4786,3.06797159
10.0000,-0.012786,-9.5892,740.4108,12.9512,18.4786,3.06952679
10.0000,-0.012705,-9.5291,740.4709,12.8689,18.4786,3.07107280
10.0000,-0.012625,-9.4689,740.5311,12.7867,18.4786,3.07260961
10.0000,-0.012545,-9.4088,740.5912,12.7045,18.4786,3.07413720
10.0000,-0.012465,-9.3487,740.6513,12.6223,18.4786,3.07565558
10.0000,-0.012385,-9.2886,740.7114,12.5401,18.4786,3.07716472
10.0000,-0.012305,-9.2285,740.7715,12.4579,18.4786,3.07866462
10.0000,-0.012224,-9.1683,740.8317,12.3757,18.4786,3.08015527
10.0000,-0.012144,-9.1082,740.8918,12.2936,18.4786,3.08163666
10.0000,-0.012064,-9.0481,740.9519,12.2114,18.4786,3.08310879
10.0000,-0.011984,-8.9880,741.0120,12.1293,18.4786,3.08457163
10.0000,-0.011904,-8.9279,741.0721,12.0472,18.4786,3.08602519
10.0000,-0.011824,-8.8677,741.1323,11.9651,18.4786,3.08746945
10.0000,-0.011743,-8.8076,741.1924,11.8830,18.4786,3.08890440
10.0000,-0.011663,-8.7475,741.2525,11.8010,18.4786,3.09033004
10.0000,-0.011583,-8.6874,741.3126,11.7189,18.4786,3.09174635
10.0000,-0.011503,-8.6273,741.3727,11.6369,18.4786,3.09315334
10.0000,-0.011423,-8.5671,741.4329,11.5548,18.4786,3.09455098
10.0000,-0.011343,-8.5070,741.4930,11.4728,18.4786,3.09593926
10.0000,-0.011263,-8.4469,741.5531,11.3908,18.4786,3.09731819
10.0000,-0.011182,-8.3868,741.6132,11.3088,18.4786,3.09868775
10.0000,-0.011102,-8.3267,741.6733,11.2268,18.4786,3.10004794
10.0000,-0.011022,-8.2665,741.7335,11.1449,18.4786,3.10139873
10.0000,-0.010942,-8.2064,741.7936,11.0629,18.4786,3.10274014
10.0000,-0.010862,-8.1463,741.8537,10.9810,18.4786,3.10407214
10.0000,-0.010782,-8.0862,741.9138,10.8991,18.4786,3.10539473
10.0000,-0.010701,-8.0261,741.9739,10.8172,18.4786,3.10670790
10.0000,-0.010621,-7.9659,742.0341,10.7353,18.4786,3.10801164
10.0000,-0.010541,-7.9058,742.0942,10.6534,18.4786,3.10930594
10.0000,-0.010461,-7.8457,742.1543,10.5715,18.4786,3.11059080
10.0000,-0.010381,-7.7856,742.2144,10.4897,18.4786,3.11186621
10.0000,-0.010301,-7.7255,742.2745,10.4078,18.4786,3.11313216
10.0000,-0.010220,-7.6653,742.3347,10.3260,18.4786,3.11438864
10.0000,-0.010140,-7.6052,742.3948,10.2442,18.4786,3.11563564
10.0000,-0.010060,-7.5451,742.4549,10.1624,18.4786,3.11687315
10.0000,-0.009980,-7.4850,742.5150,10.0806,18.4786,3.11810118
10.0000,-0.009900,-7.4248,742.5752,9.9988,18.4786,3.11931970
10.0000,-0.009820,-7.3647,742.6353,9.9170,18.4786,3.12052872
10.0000,-0.009739,-7.3046,742.6954,9.8353,18.4786,3.12172822
10.0000,-0.009659,-7.2445,742.7555,9.7535,18.4786,3.12291820
10.0000,-0.009579,-7.1844,742.8156,9.6718,18.4786,3.12409864
10.0000,-0.009499,-7.1242,742.8758,9.5901,18.4786,3.12526955
10.0000,-0.009419,-7.0641,742.9359,9.5084,18.4786,3.12643091
10.0000,-0.009339,-7.0040,742.9960,9.4267,18.4786,3.12758272
10.0000,-0.009259,-6.9439,743.0561,9.3450,18.4786,3.12872497
10.0000,-0.009178,-6.8838,743.1162,9.2634,18.4786,3.12985765
10.0000,-0.009098,-6.8236,743.1764,9.1817,18.4786,3.13098076
10.0000,-0.009018,-6.7635,743.2365,9.1001,18.4786,3.13209428
10.0000,-0.008938,-6.7034,743.2966,9.0185,18.4786,3.13319822
10.0000,-0.008858,-6.6433,743.3567,8.9369,18.4786,3.13429256
10.0000,-0.008778,-6.5832,743.4168,8.8553,18.4786,3.13537729
10.0000,-0.008697,-6.5230,743.4770,8.7737,18.4786,3.13645242
10.0000,-0.008617,-6.4629,743.5371,8.6921,18.4785,3.13751793
10.0000,-0.008537,-6.4028,743.5972,8.6106,18.4785,3.13857381
10.0000,-0.008457,-6.3427,743.6573,8.5290,18.4785,3.13962007
10.0000,-0.008377,-6.2826,743.7174,8.4475,18.4785,3.14065669
10.0000,-0.008297,-6.2224,743.7776,8.3660,18.4785,3.14168367
10.0000,-0.008216,-6.1623,743.8377,8.2845,18.4785,3.14270099
10.0000,-0.008136,-6.1022,743.8978,8.2030,18.4785,3.14370866
10.0000,-0.008056,-6.0421,743.9579,8.1215,18.4785,3.14470667
10.0000,-0.007976,-5.9820,744.0180,8.0401,18.4785,3.14569501
10.0000,-0.007896,-5.9218,744.0782,7.9586,18.4785,3.14667367
10.0000,-0.007816,-5.8617,744.1383,7.8772,18.4785,3.14764265
10.0000,-0.007735,-5.8016,744.1984,7.7958,18.4785,3.14860194
10.0000,-0.007655,-5.7415,744.2585,7.7144,18.4785,3.14955154
10.0000,-0.007575,-5.6814,744.3186,7.6330,18.4785,3.15049144
10.0000,-0.007495,-5.6212,744.3788,7.5516,18.4785,3.15142164
10.0000,-0.007415,-5.5611,744.4389,7.4702,18.4785,3.15234212
10.0000,-0.007335,-5.5010,744.4990,7.3889,18.4785,3.15325289
10.0000,-0.007255,-5.4409,744.5591,7.3075,18.4785,3.15415393
10.0000,-0.007174,-5.3808,744.6192,7.2262,18.4785,3.15504524
10.0000,-0.007094,-5.3206,744.6794,7.1449,18.4785,3.15592682
10.0000,-0.007014,-5.2605,744.7395,7.0636,18.4785,3.15679866
10.0000,-0.006934,-5.2004,744.7996,6.9823,18.4785,3.15766075
10.0000,-0.006854,-5.1403,744.8597,6.9010,18.4785,3.15851309
10.0000,-0.006774,-5.0802,744.9198,6.8197,18.4785,3.15935568
10.0000,-0.006693,-5.0200,744.9800,6.7385,18.4785,3.16018850
10.0000,-0.006613,-4.9599,745.0401,6.6573,18.4785,3.16101156
10.0000,-0.006533,-4.8998,745.1002,6.5760,18.4785,3.16182484
10.0000,-0.006453,-4.8397,745.1603,6.4948,18.4785,3.16262835
10.0000,-0.006373,-4.7796,745.2204,6.4136,18.4785,3.16342207
10.0000,-0.006293,-4.7194,745.2806,6.3324,18.4785,3.16420600
10.0000,-0.006212,-4.6593,745.3407,6.2513,18.4785,3.16498015
10.0000,-0.006132,-4.5992,745.4008,6.1701,18.4785,3.16574449
10.0000,-0.006052,-4.5391,745.4609,6.0890,18.4785,3.16649903
10.0000,-0.005972,-4.4790,745.5210,6.0078,18.4785,3.16724377
10.0000,-0.005892,-4.4188,745.5812,5.9267,18.4785,3.16797869
10.0000,-0.005812,-4.3587,745.6413,5.8456,18.4785,3.16870380
10.0000,-0.005731,-4.2986,745.7014,5.7645,18.4785,3.16941909
10.0000,-0.005651,-4.2385,745.7615,5.6834,18.4785,3.17012455
10.0000,-0.005571,-4.1784,745.8216,5.6024,18.4785,3.17082018
10.0000,-0.005491,-4.1182,745.8818,5.5213,18.4785,3.17150597
10.0000,-0.005411,-4.0581,745.9419,5.4403,18.4785,3.17218193
10.0000,-0.005331,-3.9980,746.0020,5.3592,18.4785,3.17284804
10.0000,-0.005251,-3.9379,746.0621,5.2782,18.4785,3.17350430
10.0000,-0.005170,-3.8778,746.1222,5.1972,18.4785,3.17415072
10.0000,-0.005090,-3.8176,746.1824,5.1162,18.4785,3.17478728
10.0000,-0.005010,-3.7575,746.2425,5.0352,18.4785,3.17541397
10.0000,-0.004930,-3.6974,746.3026,4.9543,18.4785,3.17603081
10.0000,-0.004850,-3.6373,746.3627,4.8733,18.4785,3.17663777
10.0000,-0.004770,-3.5772,746.4228,4.7924,18.4785,3.17723487
10.0000,-0.004689,-3.5170,746.4830,4.7115,18.4785,3.17782209
10.0000,-0.004609,-3.4569,746.5431,4.6306,18.4785,3.17839943
10.0000,-0.004529,-3.3968,746.6032,4.5497,18.4785,3.17896689
10.0000,-0.004449,-3.3367,746.6633,4.4688,18.4785,3.17952446
10.0000,-0.004369,-3.2766,746.7234,4.3879,18.4785,3.18007214
10.0000,-0.004289,-3.2164,746.7836,4.3070,18.4785,3.18060993
10.0000,-0.004208,-3.1563,746.8437,4.2262,18.4785,3.18113782
10.0000,-0.004128,-3.0962,746.9038,4.1454,18.4785,3.18165581
10.0000,-0.004048,-3.0361,746.9639,4.0645,18.4785,3.18216390
10.0000,-0.003968,-2.9760,747.0240,3.9837,18.4785,3.18266208
10.0000,-0.003888,-2.9158,747.0842,3.9029,18.4785,3.18315035
10.0000,-0.003808,-2.8557,747.1443,3.8222,18.4785,3.18362871
10.0000,-0.003727,-2.7956,747.2044,3.7414,18.4785,3.18409715
10.0000,-0.003647,-2.7355,747.2645,3.6606,18.4785,3.18455568
10.0000,-0.003567,-2.6754,747.3246,3.5799,18.4785,3.18500428
10.0000,-0.003487,-2.6152,747.3848,3.4992,18.4785,3.18544296
10.0000,-0.003407,-2.5551,747.4449,3.4185,18.4785,3.18587171
10.0000,-0.003327,-2.4950,747.5050,3.3378,18.4785,3.18629053
10.0000,-0.003246,-2.4349,747.5651,3.2571,18.4785,3.18669941
10.0000,-0.003166,-2.3747,747.6253,3.1764,18.4785,3.18709837
10.0000,-0.003086,-2.3146,747.6854,3.0957,18.4785,3.18748738
10.0000,-0.003006,-2.2545,747.7455,3.0151,18.4785,3.18786645
10.0000,-0.002926,-2.1944,747.8056,2.9344,18.4785,3.18823559
10.0000,-0.002846,-2.1343,747.8657,2.8538,18.4785,3.18859477
10.0000,-0.002766,-2.0741,747.9259,2.7732,18.4785,3.18894401
10.0000,-0.002685,-2.0140,747.9860,2.6926,18.4785,3.18928330
10.0000,-0.002605,-1.9539,748.0461,2.6120,18.4785,3.18961264
10.0000,-0.002525,-1.8938,748.1062,2.5314,18.4785,3.18993202
10.0000,-0.002445,-1.8337,748.1663,2.4509,18.4785,3.19024145
10.0000,-0.002365,-1.7735,748.2265,2.3703,18.4785,3.19054092
10.0000,-0.002285,-1.7134,748.2866,2.2898,18.4785,3.19083043
10.0000,-0.002204,-1.6533,748.3467,2.2093,18.4785,3.19110997
10.0000,-0.002124,-1.5932,748.4068,2.1288,18.4785,3.19137956
10.0000,-0.002044,-1.5331,748.4669,2.0483,18.4785,3.19163918
10.0000,-0.001964,-1.4729,748.5271,1.9678,18.4785,3.19188883
10.0000,-0.001884,-1.4128,748.5872,1.8873,18.4785,3.19212852
10.0000,-0.001804,-1.3527,748.6473,1.8069,18.4785,3.19235823
10.0000,-0.001723,-1.2926,748.7074,1.7264,18.4785,3.19257798
10.0000,-0.001643,-1.2325,748.7675,1.6460,18.4785,3.19278775
10.0000,-0.001563,-1.1723,748.8277,1.5656,18.4785,3.19298755
10.0000,-0.001483,-1.1122,748.8878,1.4852,18.4785,3.19317737
10.0000,-0.001403,-1.0521,748.9479,1.4048,18.4785,3.19335721
10.0000,-0.001323,-0.9920,749.0080,1.3244,18.4785,3.19352708
10.0000,-0.001242,-0.9319,749.0681,1.2440,18.4785,3.19368697
10.0000,-0.001162,-0.8717,749.1283,1.1637,18.4785,3.19383688
10.0000,-0.001082,-0.8116,749.1884,1.0833,18.4785,3.19397681
10.0000,-0.001002,-0.7515,749.2485,1.0030,18.4785,3.19410676
10.0000,-0.000922,-0.6914,749.3086,0.9227,18.4785,3.19422672
10.0000,-0.000842,-0.6313,749.3687,0.8424,18.4785,3.19433670
