L_mm,r_abs,contrast_dB,contrast_linear,n_mode,S_mid
2.6884,0.6551,13.6225,23.0275,3,0.655095
2.8090,0.6551,13.6225,23.0277,3,0.655096
2.9296,0.6551,13.6225,23.0279,3,0.655097
3.0503,0.6551,13.6226,23.0281,3,0.655098
3.1709,0.6551,13.6226,23.0282,3,0.655099
3.2915,0.6551,13.6226,23.0284,3,0.655100
3.4121,0.6551,13.6227,23.0285,3,0.655101
3.5327,0.6551,13.6221,23.0257,4,0.655084
3.6533,0.6551,13.6222,23.0259,4,0.655085
3.7739,0.6551,13.6222,23.0261,4,0.655087
3.8945,0.6551,13.6222,23.0263,4,0.655088
4.0151,0.6551,13.6223,23.0265,4,0.655089
4.1357,0.6551,13.6223,23.0267,4,0.655090
4.2563,0.6551,13.6223,23.0269,4,0.655091
4.3769,0.6551,13.6224,23.0270,4,0.655092
4.4975,0.6551,13.6224,23.0272,4,0.655093
4.6181,0.6551,13.6219,23.0244,5,0.655076
4.7387,0.6551,13.6219,23.0246,5,0.655077
4.8593,0.6551,13.6220,23.0248,5,0.655078
4.9799,0.6551,13.6220,23.0250,5,0.655079
5.1005,0.6551,13.6220,23.0252,5,0.655080
5.2211,0.6551,13.6221,23.0253,5,0.655082
5.3417,0.6551,13.6221,23.0255,5,0.655083
5.4623,0.6551,13.6221,23.0256,5,0.655083
5.5829,0.6551,13.6216,23.0229,6,0.655066
5.7035,0.6551,13.6216,23.0231,6,0.655067
5.8241,0.6551,13.6217,23.0233,6,0.655069
5.9447,0.6551,13.6217,23.0234,6,0.655070
6.0653,0.6551,13.6217,23.0236,6,0.655071
6.1859,0.6551,13.6218,23.0238,6,0.655072
6.3065,0.6551,13.6218,23.0240,6,0.655073
6.4271,0.6551,13.6218,23.0241,6,0.655074
6.5477,0.6551,13.6213,23.0213,7,0.655057
6.6683,0.6551,13.6213,23.0215,7,0.655058
6.7889,0.6551,13.6214,23.0217,7,0.655059
6.9095,0.6551,13.6214,23.0219,7,0.655060
7.0302,0.6551,13.6214,23.0221,7,0.655061
7.1508,0.6551,13.6215,23.0223,7,0.655063
7.2714,0.6551,13.6215,23.0224,7,0.655064
7.3920,0.6551,13.6215,23.0226,7,0.655065
7.5126,0.6551,13.6210,23.0198,8,0.655047
7.6332,0.6551,13.6211,23.0200,8,0.655048
7.7538,0.6551,13.6211,23.0202,8,0.655050
7.8744,0.6551,13.6211,23.0204,8,0.655051
7.9950,0.6551,13.6212,23.0205,8,0.655052
8.1156,0.6551,13.6212,23.0207,8,0.655053
8.2362,0.6551,13.6212,23.0209,8,0.655054
8.3568,0.6551,13.6213,23.0211,8,0.655055
8.4774,0.6551,13.6213,23.0212,8,0.655056
8.5980,0.6551,13.6208,23.0184,9,0.655039
8.7186,0.6551,13.6208,23.0186,9,0.655040
8.8392,0.6551,13.6208,23.0188,9,0.655041
8.9598,0.6551,13.6209,23.0190,9,0.655042
9.0804,0.6551,13.6209,23.0192,9,0.655043
9.2010,0.6551,13.6209,23.0194,9,0.655045
9.3216,0.6551,13.6210,23.0195,9,0.655046
9.4422,0.6551,13.6210,23.0197,9,0.655047
9.5628,0.6551,13.6205,23.0169,10,0.655029
9.6834,0.6551,13.6205,23.0171,10,0.655030
9.8040,0.6551,13.6205,23.0173,10,0.655032
9.9246,0.6551,13.6206,23.0175,10,0.655033
10.0452,0.6551,13.6206,23.0177,10,0.655034
10.1658,0.6551,13.6206,23.0178,10,0.655035
10.2864,0.6551,13.6207,23.0180,10,0.655036
10.4070,0.6551,13.6207,23.0182,10,0.655037
10.5276,0.6551,13.6202,23.0154,11,0.655020
10.6482,0.6551,13.6202,23.0156,11,0.655021
10.7688,0.6551,13.6203,23.0157,11,0.655022
10.8894,0.6551,13.6203,23.0159,11,0.655023
11.0101,0.6551,13.6203,23.0161,11,0.655024
11.1307,0.6551,13.6204,23.0163,11,0.655025
11.2513,0.6551,13.6204,23.0165,11,0.655027
11.3719,0.6551,13.6204,23.0166,11,0.655028
11.4925,0.6551,13.6204,23.0168,11,0.655029
11.6131,0.6551,13.6199,23.0140,12,0.655011
11.7337,0.6551,13.6200,23.0142,12,0.655013
11.8543,0.6551,13.6200,23.0144,12,0.655014
11.9749,0.6551,13.6200,23.0146,12,0.655015
12.0955,0.6551,13.6201,23.0148,12,0.655016
12.2161,0.6551,13.6201,23.0149,12,0.655017
12.3367,0.6551,13.6201,23.0151,12,0.655018
12.4573,0.6551,13.6202,23.0153,12,0.655019
12.5779,0.6551,13.6196,23.0125,13,0.655002
12.6985,0.6551,13.6197,23.0127,13,0.655003
12.8191,0.6551,13.6197,23.0129,13,0.655004
12.9397,0.6551,13.6197,23.0130,13,0.655005
13.0603,0.6551,13.6198,23.0132,13,0.655006
13.1809,0.6551,13.6198,23.0134,13,0.655008
13.3015,0.6551,13.6198,23.0136,13,0.655009
13.4221,0.6551,13.6199,23.0137,13,0.655010
13.5427,0.6551,13.6193,23.0109,14,0.654992
13.6633,0.6551,13.6194,23.0111,14,0.654993
13.7839,0.6551,13.6194,23.0113,14,0.654995
13.9045,0.6551,13.6194,23.0115,14,0.654996
14.0251,0.6551,13.6195,23.0117,14,0.654997
14.1457,0.6551,13.6195,23.0119,14,0.654998
14.2663,0.6551,13.6195,23.0120,14,0.654999
14.3869,0.6551,13.6196,23.0122,14,0.655000
14.5075,0.6551,13.6191,23.0094,15,0.654983
14.6281,0.6551,13.6191,23.0096,15,0.654984
14.7487,0.6551,13.6191,23.0098,15,0.654985
14.8693,0.6551,13.6192,23.0100,15,0.654986
14.9899,0.6551,13.6192,23.0101,15,0.654987
15.1106,0.6551,13.6192,23.0103,15,0.654988
15.2312,0.6551,13.6193,23.0105,15,0.654990
15.3518,0.6551,13.6193,23.0107,15,0.654991
15.4724,0.6551,13.6193,23.0108,15,0.654992
15.5930,0.6551,13.6188,23.0081,16,0.654974
15.7136,0.6551,13.6188,23.0082,16,0.654976
15.8342,0.6551,13.6189,23.0084,16,0.654977
15.9548,0.6551,13.6189,23.0086,16,0.654978
16.0754,0.6551,13.6189,23.0088,16,0.654979
16.1960,0.6551,13.6190,23.0090,16,0.654980
16.3166,0.6551,13.6190,23.0091,16,0.654981
16.4372,0.6551,13.6190,23.0093,16,0.654982
16.5578,0.6551,13.6185,23.0065,17,0.654965
16.6784,0.6551,13.6185,23.0067,17,0.654966
16.7990,0.6551,13.6186,23.0069,17,0.654967
16.9196,0.6551,13.6186,23.0071,17,0.654968
17.0402,0.6551,13.6186,23.0072,17,0.654969
17.1608,0.6551,13.6187,23.0074,17,0.654970
17.2814,0.6551,13.6187,23.0076,17,0.654972
17.4020,0.6551,13.6187,23.0078,17,0.654973
17.5226,0.6551,13.6182,23.0050,18,0.654955
17.6432,0.6551,13.6183,23.0052,18,0.654956
17.7638,0.6551,13.6183,23.0054,18,0.654958
17.8844,0.6551,13.6183,23.0055,18,0.654959
18.0050,0.6551,13.6184,23.0057,18,0.654960
18.1256,0.6551,13.6184,23.0059,18,0.654961
18.2462,0.6551,13.6184,23.0061,18,0.654962
18.3668,0.6551,13.6185,23.0062,18,0.654963
18.4874,0.6551,13.6185,23.0064,18,0.654964
18.6080,0.6551,13.6180,23.0036,19,0.654947
18.7286,0.6551,13.6180,23.0038,19,0.654948
18.8492,0.6551,13.6180,23.0040,19,0.654949
18.9698,0.6551,13.6181,23.0042,19,0.654950
19.0905,0.6551,13.6181,23.0044,19,0.654951
19.2111,0.6551,13.6181,23.0045,19,0.654953
19.3317,0.6551,13.6182,23.0047,19,0.654954
19.4523,0.6551,13.6182,23.0049,19,0.654955
19.5729,0.6551,13.6177,23.0021,20,0.654937
19.6935,0.6551,13.6177,23.0023,20,0.654939
19.8141,0.6551,13.6177,23.0025,20,0.654940
19.9347,0.6551,13.6178,23.0026,20,0.654941
20.0553,0.6551,13.6178,23.0028,20,0.654942
20.1759,0.6551,13.6178,23.0030,20,0.654943
20.2965,0.6551,13.6179,23.0032,20,0.654944
20.4171,0.6551,13.6179,23.0033,20,0.654945
20.5377,0.6551,13.6174,23.0006,21,0.654928
20.6583,0.6551,13.6174,23.0007,21,0.654929
20.7789,0.6551,13.6175,23.0009,21,0.654930
20.8995,0.6551,13.6175,23.0011,21,0.654931
21.0201,0.6551,13.6175,23.0013,21,0.654932
21.1407,0.6551,13.6176,23.0015,21,0.654933
21.2613,0.6551,13.6176,23.0016,21,0.654935
21.3819,0.6551,13.6176,23.0018,21,0.654936
21.5025,0.6551,13.6171,22.9990,22,0.654918
21.6231,0.6551,13.6171,22.9992,22,0.654919
21.7437,0.6551,13.6172,22.9994,22,0.654921
21.8643,0.6551,13.6172,22.9996,22,0.654922
21.9849,0.6551,13.6172,22.9997,22,0.654923
22.1055,0.6551,13.6173,22.9999,22,0.654924
22.2261,0.6551,13.6173,23.0001,22,0.654925
22.3467,0.6551,13.6173,23.0003,22,0.654926
22.4673,0.6551,13.6174,23.0004,22,0.654927
22.5879,0.6551,13.6168,22.9977,23,0.654910
22.7085,0.6551,13.6169,22.9978,23,0.654911
22.8291,0.6551,13.6169,22.9980,23,0.654912
22.9497,0.6551,13.6169,22.9982,23,0.654913
23.0704,0.6551,13.6170,22.9984,23,0.654914
23.1910,0.6551,13.6170,22.9986,23,0.654916
23.3116,0.6551,13.6170,22.9987,23,0.654917
23.4322,0.6551,13.6171,22.9989,23,0.654918
23.5528,0.6551,13.6165,22.9961,24,0.654900
23.6734,0.6551,13.6166,22.9963,24,0.654902
23.7940,0.6551,13.6166,22.9965,24,0.654903
23.9146,0.6551,13.6167,22.9967,24,0.654904
24.0352,0.6551,13.6167,22.9969,24,0.654905
24.1558,0.6551,13.6167,22.9970,24,0.654906
24.2764,0.6551,13.6168,22.9972,24,0.654907
24.3970,0.6551,13.6168,22.9974,24,0.654908
24.5176,0.6551,13.6163,22.9946,25,0.654891
24.6382,0.6551,13.6163,22.9948,25,0.654892
24.7588,0.6551,13.6163,22.9950,25,0.654893
24.8794,0.6551,13.6164,22.9951,25,0.654894
25.0000,0.6551,13.6164,22.9953,25,0.654895
1.0000,0.6576,13.6983,23.4329,1,0.657579
1.1206,0.6576,13.6983,23.4331,1,0.657580
1.2412,0.6576,13.6983,23.4332,1,0.657580
1.3618,0.6576,13.6983,23.4333,1,0.657581
1.4824,0.6576,13.6984,23.4334,1,0.657582
1.6030,0.6576,13.6978,23.4307,2,0.657565
1.7236,0.6576,13.6979,23.4309,2,0.657566
1.8442,0.6576,13.6979,23.4312,2,0.657568
1.9648,0.6576,13.6980,23.4314,2,0.657569
2.0854,0.6576,13.6980,23.4315,2,0.657570
2.2060,0.6576,13.6980,23.4317,2,0.657571
2.3266,0.6576,13.6981,23.4318,2,0.657572
2.4472,0.6576,13.6981,23.4320,2,0.657573
2.5678,0.6576,13.6976,23.4291,3,0.657556
2.6884,0.6576,13.6976,23.4294,3,0.657557
2.8090,0.6576,13.6976,23.4296,3,0.657558
2.9296,0.6576,13.6977,23.4298,3,0.657560
3.0503,0.6576,13.6977,23.4300,3,0.657561
3.1709,0.6576,13.6977,23.4301,3,0.657562
3.2915,0.6576,13.6978,23.4303,3,0.657563
3.4121,0.6576,13.6978,23.4304,3,0.657564
3.5327,0.6576,13.6973,23.4275,4,0.657546
3.6533,0.6576,13.6973,23.4278,4,0.657547
3.7739,0.6576,13.6974,23.4280,4,0.657549
3.8945,0.6576,13.6974,23.4282,4,0.657550
4.0151,0.6576,13.6974,23.4284,4,0.657551
4.1357,0.6576,13.6975,23.4286,4,0.657552
4.2563,0.6576,13.6975,23.4287,4,0.657553
4.3769,0.6576,13.6975,23.4289,4,0.657554
4.4975,0.6576,13.6975,23.4290,4,0.657555
4.6181,0.6576,13.6970,23.4262,5,0.657538
4.7387,0.6576,13.6971,23.4264,5,0.657539
4.8593,0.6576,13.6971,23.4266,5,0.657540
4.9799,0.6576,13.6971,23.4268,5,0.657542
5.1005,0.6576,13.6972,23.4270,5,0.657543
5.2211,0.6576,13.6972,23.4272,5,0.657544
5.3417,0.6576,13.6972,23.4273,5,0.657545
5.4623,0.6576,13.6973,23.4275,5,0.657546
5.5829,0.6576,13.6967,23.4246,6,0.657528
5.7035,0.6576,13.6968,23.4248,6,0.657530
5.8241,0.6576,13.6968,23.4250,6,0.657531
5.9447,0.6576,13.6968,23.4252,6,0.657532
6.0653,0.6576,13.6969,23.4254,6,0.657533
6.1859,0.6576,13.6969,23.4256,6,0.657534
6.3065,0.6576,13.6969,23.4257,6,0.657535
6.4271,0.6576,13.6970,23.4259,6,0.657536
6.5477,0.6576,13.6964,23.4230,7,0.657519
6.6683,0.6576,13.6965,23.4232,7,0.657520
6.7889,0.6576,13.6965,23.4234,7,0.657521
6.9095,0.6576,13.6965,23.4236,7,0.657522
7.0302,0.6576,13.6966,23.4238,7,0.657523
7.1508,0.6576,13.6966,23.4240,7,0.657525
7.2714,0.6576,13.6966,23.4242,7,0.657526
7.3920,0.6576,13.6967,23.4243,7,0.657527
7.5126,0.6576,13.6961,23.4215,8,0.657509
7.6332,0.6576,13.6962,23.4217,8,0.657510
7.7538,0.6576,13.6962,23.4219,8,0.657512
7.8744,0.6576,13.6963,23.4221,8,0.657513
7.9950,0.6576,13.6963,23.4222,8,0.657514
8.1156,0.6576,13.6963,23.4224,8,0.657515
8.2362,0.6576,13.6964,23.4226,8,0.657516
8.3568,0.6576,13.6964,23.4228,8,0.657517
8.4774,0.6576,13.6964,23.4229,8,0.657518
8.5980,0.6576,13.6959,23.4201,9,0.657501
8.7186,0.6576,13.6959,23.4203,9,0.657502
8.8392,0.6576,13.6960,23.4205,9,0.657503
8.9598,0.6576,13.6960,23.4207,9,0.657504
9.0804,0.6576,13.6960,23.4208,9,0.657505
9.2010,0.6576,13.6961,23.4210,9,0.657507
9.3216,0.6576,13.6961,23.4212,9,0.657508
9.4422,0.6576,13.6961,23.4214,9,0.657509
9.5628,0.6576,13.6956,23.4185,10,0.657491
9.6834,0.6576,13.6956,23.4187,10,0.657492
9.8040,0.6576,13.6957,23.4189,10,0.657494
9.9246,0.6576,13.6957,23.4191,10,0.657495
10.0452,0.6576,13.6957,23.4193,10,0.657496
10.1658,0.6576,13.6958,23.4194,10,0.657497
10.2864,0.6576,13.6958,23.4196,10,0.657498
10.4070,0.6576,13.6958,23.4198,10,0.657499
10.5276,0.6576,13.6953,23.4169,11,0.657482
10.6482,0.6576,13.6953,23.4171,11,0.657483
10.7688,0.6576,13.6954,23.4173,11,0.657484
10.8894,0.6576,13.6954,23.4175,11,0.657485
11.0101,0.6576,13.6954,23.4177,11,0.657486
11.1307,0.6576,13.6955,23.4179,11,0.657487
11.2513,0.6576,13.6955,23.4180,11,0.657488
11.3719,0.6576,13.6955,23.4182,11,0.657490
11.4925,0.6576,13.6956,23.4184,11,0.657491
11.6131,0.6576,13.6950,23.4155,12,0.657473
11.7337,0.6576,13.6951,23.4157,12,0.657474
11.8543,0.6576,13.6951,23.4159,12,0.657476
11.9749,0.6576,13.6951,23.4161,12,0.657477
12.0955,0.6576,13.6952,23.4163,12,0.657478
12.2161,0.6576,13.6952,23.4165,12,0.657479
12.3367,0.6576,13.6952,23.4166,12,0.657480
12.4573,0.6576,13.6953,23.4168,12,0.657481
12.5779,0.6576,13.6947,23.4140,13,0.657464
12.6985,0.6576,13.6948,23.4142,13,0.657465
12.8191,0.6576,13.6948,23.4143,13,0.657466
12.9397,0.6576,13.6949,23.4145,13,0.657467
13.0603,0.6576,13.6949,23.4147,13,0.657468
13.1809,0.6576,13.6949,23.4149,13,0.657469
13.3015,0.6576,13.6950,23.4151,13,0.657470
13.4221,0.6576,13.6950,23.4152,13,0.657472
13.5427,0.6576,13.6945,23.4124,14,0.657454
13.6633,0.6576,13.6945,23.4126,14,0.657455
13.7839,0.6576,13.6945,23.4128,14,0.657456
13.9045,0.6576,13.6946,23.4130,14,0.657458
14.0251,0.6576,13.6946,23.4131,14,0.657459
14.1457,0.6576,13.6946,23.4133,14,0.657460
14.2663,0.6576,13.6947,23.4135,14,0.657461
14.3869,0.6576,13.6947,23.4137,14,0.657462
14.5075,0.6576,13.6942,23.4108,15,0.657445
14.6281,0.6576,13.6942,23.4110,15,0.657446
14.7487,0.6576,13.6942,23.4112,15,0.657447
14.8693,0.6576,13.6943,23.4114,15,0.657448
14.9899,0.6576,13.6943,23.4116,15,0.657449
15.1106,0.6576,13.6943,23.4117,15,0.657450
15.2312,0.6576,13.6944,23.4119,15,0.657451
15.3518,0.6576,13.6944,23.4121,15,0.657452
15.4724,0.6576,13.6944,23.4123,15,0.657453
15.5930,0.6576,13.6939,23.4094,16,0.657436
15.7136,0.6576,13.6939,23.4096,16,0.657437
15.8342,0.6576,13.6940,23.4098,16,0.657438
15.9548,0.6576,13.6940,23.4100,16,0.657440
16.0754,0.6576,13.6940,23.4102,16,0.657441
16.1960,0.6576,13.6941,23.4103,16,0.657442
16.3166,0.6576,13.6941,23.4105,16,0.657443
16.4372,0.6576,13.6941,23.4107,16,0.657444
16.5578,0.6576,13.6936,23.4078,17,0.657427
16.6784,0.6576,13.6936,23.4080,17,0.657428
16.7990,0.6576,13.6937,23.4082,17,0.657429
16.9196,0.6576,13.6937,23.4084,17,0.657430
17.0402,0.6576,13.6938,23.4086,17,0.657431
17.1608,0.6576,13.6938,23.4088,17,0.657432
17.2814,0.6576,13.6938,23.4089,17,0.657433
17.4020,0.6576,13.6939,23.4091,17,0.657434
17.5226,0.6576,13.6933,23.4063,18,0.657417
17.6432,0.6576,13.6934,23.4064,18,0.657418
17.7638,0.6576,13.6934,23.4066,18,0.657419
17.8844,0.6576,13.6934,23.4068,18,0.657420
18.0050,0.6576,13.6935,23.4070,18,0.657422
18.1256,0.6576,13.6935,23.4072,18,0.657423
18.2462,0.6576,13.6935,23.4074,18,0.657424
18.3668,0.6576,13.6936,23.4075,18,0.657425
18.4874,0.6576,13.6936,23.4077,18,0.657426
18.6080,0.6576,13.6931,23.4049,19,0.657409
18.7286,0.6576,13.6931,23.4051,19,0.657410
18.8492,0.6576,13.6931,23.4052,19,0.657411
18.9698,0.6576,13.6932,23.4054,19,0.657412
19.0905,0.6576,13.6932,23.4056,19,0.657413
19.2111,0.6576,13.6932,23.4058,19,0.657414
19.3317,0.6576,13.6933,23.4060,19,0.657415
19.4523,0.6576,13.6933,23.4061,19,0.657416
19.5729,0.6576,13.6928,23.4033,20,0.657399
19.6935,0.6576,13.6928,23.4035,20,0.657400
19.8141,0.6576,13.6928,23.4037,20,0.657401
19.9347,0.6576,13.6929,23.4039,20,0.657402
20.0553,0.6576,13.6929,23.4040,20,0.657404
20.1759,0.6576,13.6929,23.4042,20,0.657405
20.2965,0.6576,13.6930,23.4044,20,0.657406
20.4171,0.6576,13.6930,23.4046,20,0.657407
20.5377,0.6576,13.6925,23.4017,21,0.657389
20.6583,0.6576,13.6925,23.4019,21,0.657391
20.7789,0.6576,13.6925,23.4021,21,0.657392
20.8995,0.6576,13.6926,23.4023,21,0.657393
21.0201,0.6576,13.6926,23.4025,21,0.657394
21.1407,0.6576,13.6926,23.4026,21,0.657395
21.2613,0.6576,13.6927,23.4028,21,0.657396
21.3819,0.6576,13.6927,23.4030,21,0.657397
21.5025,0.6576,13.6922,23.4001,22,0.657380
21.6231,0.6576,13.6922,23.4003,22,0.657381
21.7437,0.6576,13.6923,23.4005,22,0.657382
21.8643,0.6576,13.6923,23.4007,22,0.657383
21.9849,0.6576,13.6923,23.4009,22,0.657384
22.1055,0.6576,13.6924,23.4011,22,0.657386
22.2261,0.6576,13.6924,23.4012,22,0.657387
22.3467,0.6576,13.6924,23.4014,22,0.657388
22.4673,0.6576,13.6925,23.4016,22,0.657389
22.5879,0.6576,13.6919,23.3987,23,0.657371
22.7085,0.6576,13.6920,23.3989,23,0.657373
22.8291,0.6576,13.6920,23.3991,23,0.657374
22.9497,0.6576,13.6920,23.3993,23,0.657375
23.0704,0.6576,13.6921,23.3995,23,0.657376
23.1910,0.6576,13.6921,23.3997,23,0.657377
23.3116,0.6576,13.6921,23.3998,23,0.657378
23.4322,0.6576,13.6922,23.4000,23,0.657379
23.5528,0.6576,13.6916,23.3972,24,0.657362
23.6734,0.6576,13.6917,23.3974,24,0.657363
23.7940,0.6576,13.6917,23.3975,24,0.657364
23.9146,0.6576,13.6917,23.3977,24,0.657365
24.0352,0.6576,13.6918,23.3979,24,0.657366
24.1558,0.6576,13.6918,23.3981,24,0.657367
24.2764,0.6576,13.6918,23.3983,24,0.657369
24.3970,0.6576,13.6919,23.3985,24,0.657370
24.5176,0.6576,13.6913,23.3956,25,0.657352
24.6382,0.6576,13.6914,23.3958,25,0.657353
24.7588,0.6576,13.6914,23.3960,25,0.657355
24.8794,0.6576,13.6914,23.3961,25,0.657356
25.0000,0.6576,13.6915,23.3963,25,0.657357
1.0000,0.6601,13.7738,23.8443,1,0.660041
1.1206,0.6601,13.7739,23.8445,1,0.660042
1.2412,0.6601,13.7739,23.8446,1,0.660043
1.3618,0.6601,13.7739,23.8447,1,0.660043
1.4824,0.6601,13.7739,23.8448,1,0.660044
1.6030,0.6601,13.7734,23.8419,2,0.660027
1.7236,0.6601,13.7735,23.8422,2,0.660029
1.8442,0.6601,13.7735,23.8425,2,0.660030
1.9648,0.6601,13.7735,23.8427,2,0.660031
2.0854,0.6601,13.7736,23.8429,2,0.660032
2.2060,0.6601,13.7736,23.8430,2,0.660033
2.3266,0.6601,13.7736,23.8432,2,0.660034
2.4472,0.6601,13.7737,23.8433,2,0.660035
2.5678,0.6601,13.7731,23.8404,3,0.660018
2.6884,0.6601,13.7732,23.8406,3,0.660019
2.8090,0.6601,13.7732,23.8408,3,0.660021
2.9296,0.6601,13.7733,23.8410,3,0.660022
3.0503,0.6601,13.7733,23.8412,3,0.660023
3.1709,0.6601,13.7733,23.8414,3,0.660024
3.2915,0.6601,13.7733,23.8416,3,0.660025
3.4121,0.6601,13.7734,23.8417,3,0.660026
3.5327,0.6601,13.7728,23.8388,4,0.660008
3.6533,0.6601,13.7729,23.8390,4,0.660010
3.7739,0.6601,13.7729,23.8392,4,0.660011
3.8945,0.6601,13.7730,23.8394,4,0.660012
4.0151,0.6601,13.7730,23.8396,4,0.660013
4.1357,0.6601,13.7730,23.8398,4,0.660014
4.2563,0.6601,13.7731,23.8400,4,0.660015
4.3769,0.6601,13.7731,23.8401,4,0.660016
4.4975,0.6601,13.7731,23.8403,4,0.660017
4.6181,0.6601,13.7726,23.8374,5,0.660000
4.7387,0.6601,13.7726,23.8376,5,0.660001
4.8593,0.6601,13.7727,23.8378,5,0.660002
4.9799,0.6601,13.7727,23.8380,5,0.660004
5.1005,0.6601,13.7727,23.8382,5,0.660005
5.2211,0.6601,13.7728,23.8384,5,0.660006
5.3417,0.6601,13.7728,23.8385,5,0.660007
5.4623,0.6601,13.7728,23.8387,5,0.660008
5.5829,0.6601,13.7723,23.8357,6,0.659990
5.7035,0.6601,13.7723,23.8360,6,0.659992
5.8241,0.6601,13.7724,23.8362,6,0.659993
5.9447,0.6601,13.7724,23.8364,6,0.659994
6.0653,0.6601,13.7724,23.8366,6,0.659995
6.1859,0.6601,13.7725,23.8367,6,0.659996
6.3065,0.6601,13.7725,23.8369,6,0.659997
6.4271,0.6601,13.7725,23.8371,6,0.659998
6.5477,0.6601,13.7720,23.8341,7,0.659981
6.6683,0.6601,13.7720,23.8343,7,0.659982
6.7889,0.6601,13.7721,23.8345,7,0.659983
6.9095,0.6601,13.7721,23.8347,7,0.659984
7.0302,0.6601,13.7721,23.8349,7,0.659986
7.1508,0.6601,13.7722,23.8351,7,0.659987
7.2714,0.6601,13.7722,23.8353,7,0.659988
7.3920,0.6601,13.7722,23.8355,7,0.659989
7.5126,0.6601,13.7717,23.8325,8,0.659971
7.6332,0.6601,13.7717,23.8327,8,0.659972
7.7538,0.6601,13.7718,23.8329,8,0.659974
7.8744,0.6601,13.7718,23.8331,8,0.659975
7.9950,0.6601,13.7718,23.8333,8,0.659976
8.1156,0.6601,13.7719,23.8335,8,0.659977
8.2362,0.6601,13.7719,23.8337,8,0.659978
8.3568,0.6601,13.7719,23.8339,8,0.659979
8.4774,0.6601,13.7720,23.8340,8,0.659980
8.5980,0.6601,13.7714,23.8311,9,0.659963
8.7186,0.6601,13.7715,23.8313,9,0.659964
8.8392,0.6601,13.7715,23.8315,9,0.659965
8.9598,0.6601,13.7715,23.8317,9,0.659966
9.0804,0.6601,13.7716,23.8319,9,0.659967
9.2010,0.6601,13.7716,23.8321,9,0.659969
9.3216,0.6601,13.7716,23.8322,9,0.659970
9.4422,0.6601,13.7717,23.8324,9,0.659971
9.5628,0.6601,13.7711,23.8295,10,0.659953
9.6834,0.6601,13.7712,23.8297,10,0.659954
9.8040,0.6601,13.7712,23.8299,10,0.659956
9.9246,0.6601,13.7713,23.8301,10,0.659957
10.0452,0.6601,13.7713,23.8303,10,0.659958
10.1658,0.6601,13.7713,23.8304,10,0.659959
10.2864,0.6601,13.7714,23.8306,10,0.659960
10.4070,0.6601,13.7714,23.8308,10,0.659961
10.5276,0.6601,13.7708,23.8278,11,0.659944
10.6482,0.6601,13.7709,23.8280,11,0.659945
10.7688,0.6601,13.7709,23.8282,11,0.659946
10.8894,0.6601,13.7710,23.8284,11,0.659947
11.0101,0.6601,13.7710,23.8286,11,0.659948
11.1307,0.6601,13.7710,23.8288,11,0.659949
11.2513,0.6601,13.7711,23.8290,11,0.659950
11.3719,0.6601,13.7711,23.8292,11,0.659951
11.4925,0.6601,13.7711,23.8294,11,0.659953
11.6131,0.6601,13.7706,23.8264,12,0.659935
11.7337,0.6601,13.7706,23.8266,12,0.659936
11.8543,0.6601,13.7707,23.8268,12,0.659938
11.9749,0.6601,13.7707,23.8270,12,0.659939
12.0955,0.6601,13.7707,23.8272,12,0.659940
12.2161,0.6601,13.7708,23.8274,12,0.659941
12.3367,0.6601,13.7708,23.8276,12,0.659942
12.4573,0.6601,13.7708,23.8277,12,0.659943
12.5779,0.6601,13.7703,23.8248,13,0.659926
12.6985,0.6601,13.7703,23.8250,13,0.659927
12.8191,0.6601,13.7704,23.8252,13,0.659928
12.9397,0.6601,13.7704,23.8254,13,0.659929
13.0603,0.6601,13.7704,23.8256,13,0.659930
13.1809,0.6601,13.7705,23.8258,13,0.659931
13.3015,0.6601,13.7705,23.8259,13,0.659932
13.4221,0.6601,13.7705,23.8261,13,0.659933
13.5427,0.6601,13.7700,23.8232,14,0.659916
13.6633,0.6601,13.7700,23.8234,14,0.659917
13.7839,0.6601,13.7701,23.8236,14,0.659918
13.9045,0.6601,13.7701,23.8238,14,0.659919
14.0251,0.6601,13.7701,23.8240,14,0.659921
14.1457,0.6601,13.7702,23.8241,14,0.659922
14.2663,0.6601,13.7702,23.8243,14,0.659923
14.3869,0.6601,13.7702,23.8245,14,0.659924
14.5075,0.6601,13.7697,23.8215,15,0.659906
14.6281,0.6601,13.7697,23.8217,15,0.659907
14.7487,0.6601,13.7698,23.8219,15,0.659909
14.8693,0.6601,13.7698,23.8221,15,0.659910
14.9899,0.6601,13.7698,23.8223,15,0.659911
15.1106,0.6601,13.7699,23.8225,15,0.659912
15.2312,0.6601,13.7699,23.8227,15,0.659913
15.3518,0.6601,13.7699,23.8229,15,0.659914
15.4724,0.6601,13.7700,23.8231,15,0.659915
15.5930,0.6601,13.7694,23.8201,16,0.659898
15.7136,0.6601,13.7695,23.8203,16,0.659899
15.8342,0.6601,13.7695,23.8205,16,0.659900
15.9548,0.6601,13.7695,23.8207,16,0.659901
16.0754,0.6601,13.7696,23.8209,16,0.659902
16.1960,0.6601,13.7696,23.8211,16,0.659904
16.3166,0.6601,13.7696,23.8213,16,0.659905
16.4372,0.6601,13.7697,23.8214,16,0.659906
16.5578,0.6601,13.7691,23.8185,17,0.659888
16.6784,0.6601,13.7692,23.8187,17,0.659889
