L_mm,r_abs,contrast_dB,contrast_linear,n_mode,S_mid
18.0050,0.9383,29.9071,978.8269,18,0.938054
18.1256,0.9383,29.9073,978.8785,18,0.938056
18.2462,0.9383,29.9075,978.9293,18,0.938057
18.3668,0.9383,29.9077,978.9795,18,0.938059
18.4874,0.9383,29.9080,979.0290,18,0.938060
18.6080,0.9383,29.9044,978.2227,19,0.938036
18.7286,0.9383,29.9046,978.2764,19,0.938037
18.8492,0.9383,29.9049,978.3294,19,0.938039
18.9698,0.9383,29.9051,978.3817,19,0.938040
19.0905,0.9383,29.9053,978.4334,19,0.938042
19.2111,0.9383,29.9055,978.4845,19,0.938044
19.3317,0.9383,29.9058,978.5349,19,0.938045
19.4523,0.9383,29.9060,978.5847,19,0.938047
19.5729,0.9383,29.9024,977.7774,20,0.938022
19.6935,0.9383,29.9026,977.8312,20,0.938023
19.8141,0.9383,29.9029,977.8843,20,0.938025
19.9347,0.9383,29.9031,977.9368,20,0.938027
20.0553,0.9383,29.9033,977.9886,20,0.938028
20.1759,0.9383,29.9036,978.0398,20,0.938030
20.2965,0.9383,29.9038,978.0905,20,0.938031
20.4171,0.9383,29.9040,978.1405,20,0.938033
20.5377,0.9383,29.9004,977.3325,21,0.938008
20.6583,0.9383,29.9007,977.3863,21,0.938010
20.7789,0.9383,29.9009,977.4395,21,0.938011
20.8995,0.9383,29.9011,977.4921,21,0.938013
21.0201,0.9383,29.9014,977.5441,21,0.938015
21.1407,0.9383,29.9016,977.5955,21,0.938016
21.2613,0.9383,29.9018,977.6463,21,0.938018
21.3819,0.9383,29.9020,977.6965,21,0.938019
21.5025,0.9383,29.8984,976.8879,22,0.937995
21.6231,0.9383,29.8987,976.9417,22,0.937996
21.7437,0.9383,29.8989,976.9950,22,0.937998
21.8643,0.9383,29.8992,977.0477,22,0.937999
21.9849,0.9383,29.8994,977.0998,22,0.938001
22.1055,0.9383,29.8996,977.1513,22,0.938003
22.2261,0.9383,29.8998,977.2023,22,0.938004
22.3467,0.9383,29.9001,977.2527,22,0.938006
22.4673,0.9383,29.9003,977.3026,22,0.938007
22.5879,0.9383,29.8967,976.4974,23,0.937982
22.7085,0.9383,29.8969,976.5507,23,0.937984
22.8291,0.9383,29.8972,976.6035,23,0.937986
22.9497,0.9383,29.8974,976.6557,23,0.937987
23.0704,0.9383,29.8976,976.7074,23,0.937989
23.1910,0.9383,29.8979,976.7585,23,0.937991
23.3116,0.9383,29.8981,976.8091,23,0.937992
23.4322,0.9383,29.8983,976.8592,23,0.937994
23.5528,0.9383,29.8947,976.0534,24,0.937969
23.6734,0.9383,29.8950,976.1068,24,0.937970
23.7940,0.9383,29.8952,976.1596,24,0.937972
23.9146,0.9383,29.8954,976.2119,24,0.937974
24.0352,0.9383,29.8957,976.2637,24,0.937975
24.1558,0.9383,29.8959,976.3150,24,0.937977
24.2764,0.9383,29.8961,976.3657,24,0.937978
24.3970,0.9383,29.8963,976.4160,24,0.937980
24.5176,0.9383,29.8928,975.6097,25,0.937955
24.6382,0.9383,29.8930,975.6631,25,0.937957
24.7588,0.9383,29.8932,975.7160,25,0.937958
24.8794,0.9383,29.8935,975.7684,25,0.937960
25.0000,0.9383,29.8937,975.8203,25,0.937962
1.0000,0.9408,30.3042,1072.5550,1,0.940741
1.1206,0.9408,30.3044,1072.6081,1,0.940742
1.2412,0.9408,30.3046,1072.6509,1,0.940743
1.3618,0.9408,30.3047,1072.6861,1,0.940744
1.4824,0.9408,30.3048,1072.7156,1,0.940745
1.6030,0.9408,30.3012,1071.8174,2,0.940721
1.7236,0.9408,30.3016,1071.9035,2,0.940723
1.8442,0.9408,30.3019,1071.9784,2,0.940725
1.9648,0.9408,30.3021,1072.0440,2,0.940727
2.0854,0.9408,30.3024,1072.1021,2,0.940728
2.2060,0.9408,30.3026,1072.1538,2,0.940730
2.3266,0.9408,30.3028,1072.2001,2,0.940731
2.4472,0.9408,30.3029,1072.2419,2,0.940732
2.5678,0.9408,30.2992,1071.3199,3,0.940707
2.6884,0.9408,30.2995,1071.3974,3,0.940709
2.8090,0.9408,30.2998,1071.4682,3,0.940711
2.9296,0.9408,30.3001,1071.5332,3,0.940713
3.0503,0.9408,30.3003,1071.5930,3,0.940715
3.1709,0.9408,30.3005,1071.6483,3,0.940716
3.2915,0.9408,30.3007,1071.6996,3,0.940718
3.4121,0.9408,30.3009,1071.7472,3,0.940719
3.5327,0.9408,30.2971,1070.8155,4,0.940694
3.6533,0.9408,30.2974,1070.8891,4,0.940696
3.7739,0.9408,30.2977,1070.9580,4,0.940698
3.8945,0.9408,30.2980,1071.0227,4,0.940699
4.0151,0.9408,30.2982,1071.0834,4,0.940701
4.1357,0.9408,30.2985,1071.1407,4,0.940703
4.2563,0.9408,30.2987,1071.1947,4,0.940704
4.3769,0.9408,30.2989,1071.2457,4,0.940705
4.4975,0.9408,30.2991,1071.2940,4,0.940707
4.6181,0.9408,30.2954,1070.3803,5,0.940682
4.7387,0.9408,30.2957,1070.4480,5,0.940684
4.8593,0.9408,30.2959,1070.5125,5,0.940686
4.9799,0.9408,30.2962,1070.5738,5,0.940687
5.1005,0.9408,30.2964,1070.6322,5,0.940689
5.2211,0.9408,30.2966,1070.6879,5,0.940690
5.3417,0.9408,30.2968,1070.7411,5,0.940692
5.4623,0.9408,30.2971,1070.7920,5,0.940693
5.5829,0.9408,30.2933,1069.8713,6,0.940668
5.7035,0.9408,30.2936,1069.9384,6,0.940670
5.8241,0.9408,30.2938,1070.0026,6,0.940672
5.9447,0.9408,30.2941,1070.0643,6,0.940674
6.0653,0.9408,30.2943,1070.1235,6,0.940675
6.1859,0.9408,30.2946,1070.1804,6,0.940677
6.3065,0.9408,30.2948,1070.2352,6,0.940678
6.4271,0.9408,30.2950,1070.2879,6,0.940680
6.5477,0.9408,30.2912,1069.3625,7,0.940655
6.6683,0.9408,30.2915,1069.4290,7,0.940657
6.7889,0.9408,30.2918,1069.4932,7,0.940658
6.9095,0.9408,30.2920,1069.5551,7,0.940660
7.0302,0.9408,30.2923,1069.6149,7,0.940662
7.1508,0.9408,30.2925,1069.6727,7,0.940663
7.2714,0.9408,30.2927,1069.7285,7,0.940665
7.3920,0.9408,30.2930,1069.7826,7,0.940666
7.5126,0.9408,30.2892,1068.8540,8,0.940641
7.6332,0.9408,30.2895,1068.9200,8,0.940643
7.7538,0.9408,30.2897,1068.9841,8,0.940645
7.8744,0.9408,30.2900,1069.0462,8,0.940646
7.9950,0.9408,30.2902,1069.1064,8,0.940648
8.1156,0.9408,30.2904,1069.1648,8,0.940649
8.2362,0.9408,30.2907,1069.2215,8,0.940651
8.3568,0.9408,30.2909,1069.2766,8,0.940652
8.4774,0.9408,30.2911,1069.3301,8,0.940654
8.5980,0.9408,30.2874,1068.4114,9,0.940629
8.7186,0.9408,30.2876,1068.4753,9,0.940631
8.8392,0.9408,30.2879,1068.5375,9,0.940633
8.9598,0.9408,30.2881,1068.5981,9,0.940634
9.0804,0.9408,30.2884,1068.6570,9,0.940636
9.2010,0.9408,30.2886,1068.7144,9,0.940637
9.3216,0.9408,30.2888,1068.7703,9,0.940639
9.4422,0.9408,30.2891,1068.8248,9,0.940640
9.5628,0.9408,30.2853,1067.9031,10,0.940615
9.6834,0.9408,30.2856,1067.9669,10,0.940617
9.8040,0.9408,30.2858,1068.0292,10,0.940619
9.9246,0.9408,30.2861,1068.0900,10,0.940620
10.0452,0.9408,30.2863,1068.1493,10,0.940622
10.1658,0.9408,30.2866,1068.2073,10,0.940624
10.2864,0.9408,30.2868,1068.2638,10,0.940625
10.4070,0.9408,30.2870,1068.3191,10,0.940627
10.5276,0.9408,30.2833,1067.3951,11,0.940602
10.6482,0.9408,30.2835,1067.4589,11,0.940603
10.7688,0.9408,30.2838,1067.5213,11,0.940605
10.8894,0.9408,30.2840,1067.5823,11,0.940607
11.0101,0.9408,30.2843,1067.6419,11,0.940608
11.1307,0.9408,30.2845,1067.7003,11,0.940610
11.2513,0.9408,30.2847,1067.7574,11,0.940612
11.3719,0.9408,30.2850,1067.8133,11,0.940613
11.4925,0.9408,30.2852,1067.8680,11,0.940614
11.6131,0.9408,30.2814,1066.9513,12,0.940590
11.7337,0.9408,30.2817,1067.0137,12,0.940591
11.8543,0.9408,30.2819,1067.0748,12,0.940593
11.9749,0.9408,30.2822,1067.1347,12,0.940595
12.0955,0.9408,30.2824,1067.1934,12,0.940596
12.2161,0.9408,30.2827,1067.2510,12,0.940598
12.3367,0.9408,30.2829,1067.3075,12,0.940599
12.4573,0.9408,30.2831,1067.3628,12,0.940601
12.5779,0.9408,30.2794,1066.4440,13,0.940576
12.6985,0.9408,30.2796,1066.5064,13,0.940578
12.8191,0.9408,30.2799,1066.5677,13,0.940579
12.9397,0.9408,30.2801,1066.6278,13,0.940581
13.0603,0.9408,30.2804,1066.6868,13,0.940583
13.1809,0.9408,30.2806,1066.7448,13,0.940584
13.3015,0.9408,30.2808,1066.8017,13,0.940586
13.4221,0.9408,30.2811,1066.8576,13,0.940587
13.5427,0.9408,30.2773,1065.9370,14,0.940562
13.6633,0.9408,30.2776,1065.9995,14,0.940564
13.7839,0.9408,30.2778,1066.0609,14,0.940566
13.9045,0.9408,30.2781,1066.1212,14,0.940567
14.0251,0.9408,30.2783,1066.1805,14,0.940569
14.1457,0.9408,30.2785,1066.2387,14,0.940570
14.2663,0.9408,30.2788,1066.2960,14,0.940572
14.3869,0.9408,30.2790,1066.3524,14,0.940574
14.5075,0.9408,30.2753,1065.4304,15,0.940549
14.6281,0.9408,30.2755,1065.4929,15,0.940550
14.7487,0.9408,30.2758,1065.5544,15,0.940552
14.8693,0.9408,30.2760,1065.6148,15,0.940554
14.9899,0.9408,30.2762,1065.6743,15,0.940555
15.1106,0.9408,30.2765,1065.7329,15,0.940557
15.2312,0.9408,30.2767,1065.7905,15,0.940558
15.3518,0.9408,30.2769,1065.8473,15,0.940560
15.4724,0.9408,30.2772,1065.9031,15,0.940561
15.5930,0.9408,30.2734,1064.9867,16,0.940537
15.7136,0.9408,30.2737,1065.0482,16,0.940538
15.8342,0.9408,30.2739,1065.1088,16,0.940540
15.9548,0.9408,30.2742,1065.1685,16,0.940542
16.0754,0.9408,30.2744,1065.2273,16,0.940543
16.1960,0.9408,30.2747,1065.2852,16,0.940545
16.3166,0.9408,30.2749,1065.3423,16,0.940546
16.4372,0.9408,30.2751,1065.3986,16,0.940548
16.5578,0.9408,30.2714,1064.4808,17,0.940523
16.6784,0.9408,30.2716,1064.5424,17,0.940525
16.7990,0.9408,30.2719,1064.6031,17,0.940526
16.9196,0.9408,30.2721,1064.6630,17,0.940528
17.0402,0.9408,30.2724,1064.7220,17,0.940529
17.1608,0.9408,30.2726,1064.7802,17,0.940531
17.2814,0.9408,30.2728,1064.8375,17,0.940533
17.4020,0.9408,30.2731,1064.8941,17,0.940534
17.5226,0.9408,30.2693,1063.9753,18,0.940509
17.6432,0.9408,30.2696,1064.0370,18,0.940511
17.7638,0.9408,30.2698,1064.0978,18,0.940513
17.8844,0.9408,30.2701,1064.1578,18,0.940514
18.0050,0.9408,30.2703,1064.2169,18,0.940516
18.1256,0.9408,30.2705,1064.2753,18,0.940517
18.2462,0.9408,30.2708,1064.3330,18,0.940519
18.3668,0.9408,30.2710,1064.3899,18,0.940520
18.4874,0.9408,30.2712,1064.4460,18,0.940522
18.6080,0.9408,30.2675,1063.5319,19,0.940497
18.7286,0.9408,30.2678,1063.5927,19,0.940499
18.8492,0.9408,30.2680,1063.6528,19,0.940500
18.9698,0.9408,30.2682,1063.7122,19,0.940502
19.0905,0.9408,30.2685,1063.7708,19,0.940504
19.2111,0.9408,30.2687,1063.8287,19,0.940505
19.3317,0.9408,30.2690,1063.8858,19,0.940507
19.4523,0.9408,30.2692,1063.9423,19,0.940508
19.5729,0.9408,30.2654,1063.0271,20,0.940483
19.6935,0.9408,30.2657,1063.0881,20,0.940485
19.8141,0.9408,30.2659,1063.1483,20,0.940487
19.9347,0.9408,30.2662,1063.2077,20,0.940488
20.0553,0.9408,30.2664,1063.2665,20,0.940490
20.1759,0.9408,30.2667,1063.3246,20,0.940492
20.2965,0.9408,30.2669,1063.3820,20,0.940493
20.4171,0.9408,30.2671,1063.4387,20,0.940495
20.5377,0.9408,30.2634,1062.5227,21,0.940470
20.6583,0.9408,30.2636,1062.5837,21,0.940471
20.7789,0.9408,30.2639,1062.6440,21,0.940473
20.8995,0.9408,30.2641,1062.7036,21,0.940475
21.0201,0.9408,30.2644,1062.7625,21,0.940476
21.1407,0.9408,30.2646,1062.8208,21,0.940478
21.2613,0.9408,30.2648,1062.8784,21,0.940479
21.3819,0.9408,30.2651,1062.9353,21,0.940481
21.5025,0.9408,30.2613,1062.0186,22,0.940456
21.6231,0.9408,30.2616,1062.0797,22,0.940458
21.7437,0.9408,30.2618,1062.1401,22,0.940459
21.8643,0.9408,30.2621,1062.1998,22,0.940461
21.9849,0.9408,30.2623,1062.2588,22,0.940463
22.1055,0.9408,30.2625,1062.3173,22,0.940464
22.2261,0.9408,30.2628,1062.3751,22,0.940466
22.3467,0.9408,30.2630,1062.4322,22,0.940467
22.4673,0.9408,30.2632,1062.4888,22,0.940469
22.5879,0.9408,30.2595,1061.5760,23,0.940444
22.7085,0.9408,30.2598,1061.6365,23,0.940446
22.8291,0.9408,30.2600,1061.6963,23,0.940447
22.9497,0.9408,30.2602,1061.7554,23,0.940449
23.0704,0.9408,30.2605,1061.8140,23,0.940450
23.1910,0.9408,30.2607,1061.8720,23,0.940452
23.3116,0.9408,30.2610,1061.9294,23,0.940454
23.4322,0.9408,30.2612,1061.9861,23,0.940455
23.5528,0.9408,30.2575,1061.0727,24,0.940430
23.6734,0.9408,30.2577,1061.1332,24,0.940432
23.7940,0.9408,30.2579,1061.1931,24,0.940434
23.9146,0.9408,30.2582,1061.2524,24,0.940435
24.0352,0.9408,30.2584,1061.3111,24,0.940437
24.1558,0.9408,30.2587,1061.3692,24,0.940438
24.2764,0.9408,30.2589,1061.4268,24,0.940440
24.3970,0.9408,30.2591,1061.4837,24,0.940441
24.5176,0.9408,30.2554,1060.5697,25,0.940417
24.6382,0.9408,30.2556,1060.6303,25,0.940418
24.7588,0.9408,30.2559,1060.6902,25,0.940420
24.8794,0.9408,30.2561,1060.7496,25,0.940421
25.0000,0.9408,30.2564,1060.8084,25,0.940423
1.0000,0.9432,30.6838,1170.5303,1,0.943203
1.1206,0.9432,30.6841,1170.5909,1,0.943204
1.2412,0.9432,30.6842,1170.6397,1,0.943205
1.3618,0.9432,30.6844,1170.6798,1,0.943206
1.4824,0.9432,30.6845,1170.7134,1,0.943207
1.6030,0.9432,30.6807,1169.6894,2,0.943183
1.7236,0.9432,30.6811,1169.7875,2,0.943185
1.8442,0.9432,30.6814,1169.8728,2,0.943187
1.9648,0.9432,30.6817,1169.9477,2,0.943189
2.0854,0.9432,30.6819,1170.0139,2,0.943191
2.2060,0.9432,30.6821,1170.0729,2,0.943192
2.3266,0.9432,30.6823,1170.1257,2,0.943193
2.4472,0.9432,30.6825,1170.1734,2,0.943194
2.5678,0.9432,30.6786,1169.1221,3,0.943170
2.6884,0.9432,30.6789,1169.2104,3,0.943172
2.8090,0.9432,30.6792,1169.2912,3,0.943174
2.9296,0.9432,30.6795,1169.3653,3,0.943175
3.0503,0.9432,30.6798,1169.4335,3,0.943177
3.1709,0.9432,30.6800,1169.4966,3,0.943178
3.2915,0.9432,30.6802,1169.5550,3,0.943180
3.4121,0.9432,30.6804,1169.6093,3,0.943181
3.5327,0.9432,30.6765,1168.5470,4,0.943156
3.6533,0.9432,30.6768,1168.6309,4,0.943158
3.7739,0.9432,30.6771,1168.7095,4,0.943160
3.8945,0.9432,30.6773,1168.7832,4,0.943162
4.0151,0.9432,30.6776,1168.8525,4,0.943163
4.1357,0.9432,30.6778,1168.9178,4,0.943165
4.2563,0.9432,30.6781,1168.9793,4,0.943166
4.3769,0.9432,30.6783,1169.0375,4,0.943168
4.4975,0.9432,30.6785,1169.0925,4,0.943169
4.6181,0.9432,30.6746,1168.0508,5,0.943144
4.7387,0.9432,30.6749,1168.1281,5,0.943146
4.8593,0.9432,30.6752,1168.2016,5,0.943148
4.9799,0.9432,30.6754,1168.2715,5,0.943149
5.1005,0.9432,30.6757,1168.3381,5,0.943151
5.2211,0.9432,30.6759,1168.4016,5,0.943153
5.3417,0.9432,30.6761,1168.4623,5,0.943154
5.4623,0.9432,30.6764,1168.5203,5,0.943155
5.5829,0.9432,30.6725,1167.4707,6,0.943131
5.7035,0.9432,30.6727,1167.5471,6,0.943132
5.8241,0.9432,30.6730,1167.6204,6,0.943134
5.9447,0.9432,30.6733,1167.6907,6,0.943136
6.0653,0.9432,30.6735,1167.7582,6,0.943137
6.1859,0.9432,30.6738,1167.8231,6,0.943139
6.3065,0.9432,30.6740,1167.8855,6,0.943140
6.4271,0.9432,30.6742,1167.9455,6,0.943142
6.5477,0.9432,30.6703,1166.8907,7,0.943117
6.6683,0.9432,30.6706,1166.9665,7,0.943119
6.7889,0.9432,30.6709,1167.0396,7,0.943120
6.9095,0.9432,30.6711,1167.1102,7,0.943122
7.0302,0.9432,30.6714,1167.1783,7,0.943124
7.1508,0.9432,30.6716,1167.2442,7,0.943125
7.2714,0.9432,30.6719,1167.3079,7,0.943127
7.3920,0.9432,30.6721,1167.3695,7,0.943128
7.5126,0.9432,30.6681,1166.3109,8,0.943103
7.6332,0.9432,30.6684,1166.3862,8,0.943105
7.7538,0.9432,30.6687,1166.4592,8,0.943107
7.8744,0.9432,30.6690,1166.5300,8,0.943108
7.9950,0.9432,30.6692,1166.5986,8,0.943110
8.1156,0.9432,30.6695,1166.6652,8,0.943111
8.2362,0.9432,30.6697,1166.7299,8,0.943113
8.3568,0.9432,30.6699,1166.7927,8,0.943115
8.4774,0.9432,30.6702,1166.8537,8,0.943116
8.5980,0.9432,30.6663,1165.8064,9,0.943091
8.7186,0.9432,30.6665,1165.8793,9,0.943093
8.8392,0.9432,30.6668,1165.9502,9,0.943095
8.9598,0.9432,30.6671,1166.0192,9,0.943096
9.0804,0.9432,30.6673,1166.0864,9,0.943098
9.2010,0.9432,30.6676,1166.1518,9,0.943099
9.3216,0.9432,30.6678,1166.2155,9,0.943101
9.4422,0.9432,30.6680,1166.2776,9,0.943102
9.5628,0.9432,30.6641,1165.2270,10,0.943077
9.6834,0.9432,30.6644,1165.2998,10,0.943079
9.8040,0.9432,30.6646,1165.3708,10,0.943081
9.9246,0.9432,30.6649,1165.4401,10,0.943082
10.0452,0.9432,30.6652,1165.5077,10,0.943084
10.1658,0.9432,30.6654,1165.5737,10,0.943086
10.2864,0.9432,30.6656,1165.6382,10,0.943087
10.4070,0.9432,30.6659,1165.7012,10,0.943089
10.5276,0.9432,30.6619,1164.6480,11,0.943064
10.6482,0.9432,30.6622,1164.7207,11,0.943065
10.7688,0.9432,30.6625,1164.7918,11,0.943067
10.8894,0.9432,30.6627,1164.8613,11,0.943069
11.0101,0.9432,30.6630,1164.9293,11,0.943070
11.1307,0.9432,30.6632,1164.9958,11,0.943072
11.2513,0.9432,30.6635,1165.0609,11,0.943073
11.3719,0.9432,30.6637,1165.1247,11,0.943075
11.4925,0.9432,30.6640,1165.1871,11,0.943076
11.6131,0.9432,30.6601,1164.1421,12,0.943052
11.7337,0.9432,30.6603,1164.2132,12,0.943053
11.8543,0.9432,30.6606,1164.2829,12,0.943055
11.9749,0.9432,30.6608,1164.3512,12,0.943057
12.0955,0.9432,30.6611,1164.4181,12,0.943058
12.2161,0.9432,30.6613,1164.4837,12,0.943060
12.3367,0.9432,30.6616,1164.5481,12,0.943061
12.4573,0.9432,30.6618,1164.6112,12,0.943063
12.5779,0.9432,30.6579,1163.5639,13,0.943038
12.6985,0.9432,30.6582,1163.6350,13,0.943040
12.8191,0.9432,30.6584,1163.7049,13,0.943041
12.9397,0.9432,30.6587,1163.7734,13,0.943043
13.0603,0.9432,30.6589,1163.8407,13,0.943044
13.1809,0.9432,30.6592,1163.9067,13,0.943046
13.3015,0.9432,30.6594,1163.9716,13,0.943048
13.4221,0.9432,30.6597,1164.0353,13,0.943049
13.5427,0.9432,30.6557,1162.9861,14,0.943024
13.6633,0.9432,30.6560,1163.0573,14,0.943026
13.7839,0.9432,30.6563,1163.1272,14,0.943027
13.9045,0.9432,30.6565,1163.1960,14,0.943029
14.0251,0.9432,30.6568,1163.2635,14,0.943031
14.1457,0.9432,30.6570,1163.3300,14,0.943032
14.2663,0.9432,30.6573,1163.3953,14,0.943034
14.3869,0.9432,30.6575,1163.4595,14,0.943035
14.5075,0.9432,30.6536,1162.4087,15,0.943010
14.6281,0.9432,30.6539,1162.4799,15,0.943012
14.7487,0.9432,30.6541,1162.5500,15,0.943014
14.8693,0.9432,30.6544,1162.6189,15,0.943015
14.9899,0.9432,30.6546,1162.6867,15,0.943017
15.1106,0.9432,30.6549,1162.7535,15,0.943019
15.2312,0.9432,30.6551,1162.8191,15,0.943020
15.3518,0.9432,30.6554,1162.8838,15,0.943022
15.4724,0.9432,30.6556,1162.9475,15,0.943023
15.5930,0.9432,30.6517,1161.9030,16,0.942998
15.7136,0.9432,30.6520,1161.9732,16,0.943000
15.8342,0.9432,30.6522,1162.0422,16,0.943002
15.9548,0.9432,30.6525,1162.1102,16,0.943003
16.0754,0.9432,30.6527,1162.1772,16,0.943005
16.1960,0.9432,30.6530,1162.2433,16,0.943006
16.3166,0.9432,30.6532,1162.3083,16,0.943008
16.4372,0.9432,30.6535,1162.3724,16,0.943010
16.5578,0.9432,30.6495,1161.3265,17,0.942985
16.6784,0.9432,30.6498,1161.3967,17,0.942986
16.7990,0.9432,30.6501,1161.4659,17,0.942988
16.9196,0.9432,30.6503,1161.5341,17,0.942990
17.0402,0.9432,30.6506,1161.6014,17,0.942991
17.1608,0.9432,30.6508,1161.6677,17,0.942993
17.2814,0.9432,30.6511,1161.7330,17,0.942994
17.4020,0.9432,30.6513,1161.7975,17,0.942996
17.5226,0.9432,30.6474,1160.7505,18,0.942971
17.6432,0.9432,30.6477,1160.8207,18,0.942973
17.7638,0.9432,30.6479,1160.8900,18,0.942974
17.8844,0.9432,30.6482,1160.9583,18,0.942976
18.0050,0.9432,30.6484,1161.0258,18,0.942977
18.1256,0.9432,30.6487,1161.0924,18,0.942979
18.2462,0.9432,30.6489,1161.1580,18,0.942981
18.3668,0.9432,30.6492,1161.2229,18,0.942982
18.4874,0.9432,30.6494,1161.2868,18,0.942984
18.6080,0.9432,30.6455,1160.2451,19,0.942959
18.7286,0.9432,30.6458,1160.3145,19,0.942960
18.8492,0.9432,30.6460,1160.3830,19,0.942962
18.9698,0.9432,30.6463,1160.4506,19,0.942964
19.0905,0.9432,30.6465,1160.5174,19,0.942965
19.2111,0.9432,30.6468,1160.5833,19,0.942967
19.3317,0.9432,30.6470,1160.6484,19,0.942968
19.4523,0.9432,30.6472,1160.7128,19,0.942970
19.5729,0.9432,30.6433,1159.6699,20,0.942945
19.6935,0.9432,30.6436,1159.7394,20,0.942947
19.8141,0.9432,30.6439,1159.8080,20,0.942948
19.9347,0.9432,30.6441,1159.8757,20,0.942950
20.0553,0.9432,30.6444,1159.9427,20,0.942952
20.1759,0.9432,30.6446,1160.0089,20,0.942953
20.2965,0.9432,30.6449,1160.0743,20,0.942955
20.4171,0.9432,30.6451,1160.1389,20,0.942956
20.5377,0.9432,30.6412,1159.0951,21,0.942931
20.6583,0.9432,30.6415,1159.1646,21,0.942933
20.7789,0.9432,30.6417,1159.2334,21,0.942935
20.8995,0.9432,30.6420,1159.3013,21,0.942936
21.0201,0.9432,30.6422,1159.3684,21,0.942938
21.1407,0.9432,30.6425,1159.4348,21,0.942939
21.2613,0.9432,30.6427,1159.5004,21,0.942941
21.3819,0.9432,30.6430,1159.5653,21,0.942943
21.5025,0.9432,30.6390,1158.5208,22,0.942918
21.6231,0.9432,30.6393,1158.5903,22,0.942919
21.7437,0.9432,30.6396,1158.6591,22,0.942921
21.8643,0.9432,30.6398,1158.7272,22,0.942923
21.9849,0.9432,30.6401,1158.7945,22,0.942924
22.1055,0.9432,30.6403,1158.8610,22,0.942926
22.2261,0.9432,30.6406,1158.9269,22,0.942927
22.3467,0.9432,30.6408,1158.9921,22,0.942929
22.4673,0.9432,30.6410,1159.0565,22,0.942930
22.5879,0.9432,30.6371,1158.0164,23,0.942905
22.7085,0.9432,30.6374,1158.0853,23,0.942907
22.8291,0.9432,30.6377,1158.1535,23,0.942909
22.9497,0.9432,30.6379,1158.2209,23,0.942910
23.0704,0.9432,30.6382,1158.2876,23,0.942912
23.1910,0.9432,30.6384,1158.3537,23,0.942914
23.3116,0.9432,30.6387,1158.4191,23,0.942915
23.4322,0.9432,30.6389,1158.4838,23,0.942917
23.5528,0.9432,30.6350,1157.4430,24,0.942892
23.6734,0.9432,30.6353,1157.5119,24,0.942893
23.7940,0.9432,30.6355,1157.5801,24,0.942895
23.9146,0.9432,30.6358,1157.6477,24,0.942897
24.0352,0.9432,30.6360,1157.7146,24,0.942898
24.1558,0.9432,30.6363,1157.7808,24,0.942900
24.2764,0.9432,30.6365,1157.8464,24,0.942901
24.3970,0.9432,30.6368,1157.9113,24,0.942903
24.5176,0.9432,30.6328,1156.8699,25,0.942878
24.6382,0.9432,30.6331,1156.9389,25,0.942880
24.7588,0.9432,30.6334,1157.0072,25,0.942881
24.8794,0.9432,30.6336,1157.0749,25,0.942883
25.0000,0.9432,30.6339,1157.1419,25,0.942885
1.0000,0.9457,31.0798,1282.2666,1,0.945665
1.1206,0.9457,31.0800,1282.3360,1,0.945667
1.2412,0.9457,31.0802,1282.3920,1,0.945668
1.3618,0.9457,31.0804,1282.4380,1,0.945669
1.4824,0.9457,31.0805,1282.4766,1,0.945669
1.6030,0.9457,31.0765,1281.3024,2,0.945645
1.7236,0.9457,31.0769,1281.4149,2,0.945648
1.8442,0.9457,31.0772,1281.5127,2,0.945650
1.9648,0.9457,31.0775,1281.5986,2,0.945651
2.0854,0.9457,31.0778,1281.6745,2,0.945653
2.2060,0.9457,31.0780,1281.7421,2,0.945654
2.3266,0.9457,31.0782,1281.8027,2,0.945656
2.4472,0.9457,31.0784,1281.8573,2,0.945657
2.5678,0.9457,31.0743,1280.6520,3,0.945632
2.6884,0.9457,31.0747,1280.7532,3,0.945634
2.8090,0.9457,31.0750,1280.8458,3,0.945636
2.9296,0.9457,31.0753,1280.9308,3,0.945638
3.0503,0.9457,31.0755,1281.0090,3,0.945639
3.1709,0.9457,31.0758,1281.0813,3,0.945641
3.2915,0.9457,31.0760,1281.1483,3,0.945642
3.4121,0.9457,31.0762,1281.2106,3,0.945643
3.5327,0.9457,31.0721,1279.9926,4,0.945618
3.6533,0.9457,31.0724,1280.0888,4,0.945620
3.7739,0.9457,31.0727,1280.1789,4,0.945622
3.8945,0.9457,31.0730,1280.2634,4,0.945624
4.0151,0.9457,31.0733,1280.3429,4,0.945625
4.1357,0.9457,31.0735,1280.4177,4,0.945627
4.2563,0.9457,31.0738,1280.4883,4,0.945628
4.3769,0.9457,31.0740,1280.5549,4,0.945630
4.4975,0.9457,31.0742,1280.6181,4,0.945631
4.6181,0.9457,31.0701,1279.4238,5,0.945606
4.7387,0.9457,31.0704,1279.5124,5,0.945608
4.8593,0.9457,31.0707,1279.5966,5,0.945610
4.9799,0.9457,31.0710,1279.6767,5,0.945612
5.1005,0.9457,31.0713,1279.7531,5,0.945613
5.2211,0.9457,31.0715,1279.8259,5,0.945615
5.3417,0.9457,31.0717,1279.8955,5,0.945616
5.4623,0.9457,31.0720,1279.9620,5,0.945618
5.5829,0.9457,31.0679,1278.7586,6,0.945593
5.7035,0.9457,31.0682,1278.8462,6,0.945594
5.8241,0.9457,31.0685,1278.9302,6,0.945596
